doc_id,knowledge_graph
107268,"[{""predicate"": ""Affects"", ""subject"": ""Fusarium wilt"", ""object"": ""banana""}, {""predicate"": ""Affects"", ""subject"": ""Panama disease"", ""object"": ""Cavendish""}, {""predicate"": ""Affects"", ""subject"": ""banana disease"", ""object"": ""banana""}, {""predicate"": ""Causes"", ""subject"": ""TR4"", ""object"": ""Fusarium wilt""}, {""predicate"": ""Dispersed_by"", ""subject"": ""Panama disease"", ""object"": ""tools""}, {""predicate"": ""Dispersed_by"", ""subject"": ""TR4"", ""object"": ""Floods""}, {""predicate"": ""Dispersed_by"", ""subject"": ""TR4"", ""object"": ""cars""}, {""predicate"": ""Dispersed_by"", ""subject"": ""TR4"", ""object"": ""humans""}, {""predicate"": ""Dispersed_by"", ""subject"": ""TR4"", ""object"": ""soil carried on shoes and car tyres""}, {""predicate"": ""Dispersed_by"", ""subject"": ""TR4"", ""object"": ""tools""}, {""predicate"": ""Dispersed_by"", ""subject"": ""TR4"", ""object"": ""water""}, {""predicate"": ""Found_on"", ""subject"": ""TR4"", ""object"": ""Cavendish banana""}, {""predicate"": ""Found_on"", ""subject"": ""TR4"", ""object"": ""banana""}, {""predicate"": ""Located_in"", ""subject"": ""Cavendish"", ""object"": ""South America""}, {""predicate"": ""Located_in"", ""subject"": ""Cavendish banana"", ""object"": ""Malawi""}, {""predicate"": ""Located_in"", ""subject"": ""Cavendish banana"", ""object"": ""Ruanda""}, {""predicate"": ""Located_in"", ""subject"": ""Cavendish banana"", ""object"": ""Tanzania""}, {""predicate"": ""Located_in"", ""subject"": ""Cavendish banana"", ""object"": ""Uganda""}, {""predicate"": ""Located_in"", ""subject"": ""Fusarium wilt"", ""object"": ""Asia""}, {""predicate"": ""Located_in"", ""subject"": ""Fusarium wilt"", ""object"": ""Mozambique""}, {""predicate"": ""Located_in"", ""subject"": ""Fusarium wilt"", ""object"": ""South America""}, {""predicate"": ""Located_in"", ""subject"": ""Panama disease"", ""object"": ""African""}, {""predicate"": ""Located_in"", ""subject"": ""Panama disease"", ""object"": ""Latin America""}, {""predicate"": ""Located_in"", ""subject"": ""Panama disease"", ""object"": ""South America""}, {""predicate"": ""Located_in"", ""subject"": ""TR4"", ""object"": ""Africa""}, {""predicate"": ""Located_in"", ""subject"": ""TR4"", ""object"": ""Asia""}, {""predicate"": ""Located_in"", ""subject"": ""TR4"", ""object"": ""Mozambique""}, {""predicate"": ""Located_in"", ""subject"": ""TR4"", ""object"": ""South America""}, {""predicate"": ""Located_in"", ""subject"": ""banana"", ""object"": ""Africa""}, {""predicate"": ""Located_in"", ""subject"": ""banana"", ""object"": ""Mozambique""}, {""predicate"": ""Located_in"", ""subject"": ""banana disease"", ""object"": ""Africa""}, {""predicate"": ""Located_in"", ""subject"": ""banana strains"", ""object"": ""Latin America""}, {""predicate"": ""Located_in"", ""subject"": ""bananas"", ""object"": ""Malawi""}, {""predicate"": ""Located_in"", ""subject"": ""bananas"", ""object"": ""Ruanda""}, {""predicate"": ""Located_in"", ""subject"": ""bananas"", ""object"": ""Tanzania""}, {""predicate"": ""Located_in"", ""subject"": ""bananas"", ""object"": ""Uganda""}, {""predicate"": ""Occurs_on"", ""subject"": ""Fusarium wilt"", ""object"": ""over the past decade""}, {""predicate"": ""Occurs_on"", ""subject"": ""TR4"", ""object"": ""over the past decade""}]"
114258,[]
115119,"[{""predicate"": ""Located_in"", ""subject"": ""Spodoptera frugiperda"", ""object"": ""South America""}, {""predicate"": ""Located_in"", ""subject"": ""Spodoptera frugiperda"", ""object"": ""Uganda""}]"
115121,"[{""predicate"": ""Affects"", ""subject"": ""Fusarium wilt of banana"", ""object"": ""banana""}, {""predicate"": ""Causes"", ""subject"": ""Foc"", ""object"": ""Fusarium wilt of banana""}, {""predicate"": ""Causes"", ""subject"": ""Fusarium oxysporum f. sp. cubense"", ""object"": ""Fusarium wilt of banana""}, {""predicate"": ""Causes"", ""subject"": ""tropical race 4"", ""object"": ""Panama disease""}, {""predicate"": ""Found_on"", ""subject"": ""Foc"", ""object"": ""banana""}, {""predicate"": ""Found_on"", ""subject"": ""Fusarium oxysporum f. sp. cubense"", ""object"": ""banana""}]"
115188,"[{""predicate"": ""Found_on"", ""subject"": ""X. fastidiosa"", ""object"": ""citrus""}, {""predicate"": ""Located_in"", ""subject"": ""X. fastidiosa"", ""object"": ""Espinho""}, {""predicate"": ""Located_in"", ""subject"": ""X. fastidiosa"", ""object"": ""Metropolitan Area of Porto""}, {""predicate"": ""Located_in"", ""subject"": ""X. fastidiosa"", ""object"": ""Santa Maria da Feira""}, {""predicate"": ""Located_in"", ""subject"": ""X. fastidiosa"", ""object"": ""Vila Nova de Gaia""}, {""predicate"": ""Located_in"", ""subject"": ""citrus"", ""object"": ""Espinho""}, {""predicate"": ""Located_in"", ""subject"": ""citrus"", ""object"": ""Porto""}, {""predicate"": ""Located_in"", ""subject"": ""citrus"", ""object"": ""Santa Maria da Feira""}, {""predicate"": ""Located_in"", ""subject"": ""citrus"", ""object"": ""Vila Nova de Gaia""}]"
115219,[]
115232,"[{""predicate"": ""Found_on"", ""subject"": ""Xylella"", ""object"": ""olive trees""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Apulian""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Bari area""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Fasano""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Locorotondo""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Martina Franca""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Polignano""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Puglia""}, {""predicate"": ""Located_in"", ""subject"": ""olive"", ""object"": ""Apulian""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Bari area""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Fasano""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Locorotondo""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Martina Franca""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Polignano""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Puglia""}]"
115318,"[{""predicate"": ""Located_in"", ""subject"": ""Bactrocera dorsalis"", ""object"": ""California""}, {""predicate"": ""Located_in"", ""subject"": ""Bactrocera dorsalis"", ""object"": ""Fountain Valley area""}, {""predicate"": ""Located_in"", ""subject"": ""Bactrocera dorsalis"", ""object"": ""Orange County""}, {""predicate"": ""Located_in"", ""subject"": ""Oriental Fruit Fly"", ""object"": ""California""}, {""predicate"": ""Located_in"", ""subject"": ""oriental fruit flies"", ""object"": ""Fountain Valley area""}]"
115568,"[{""predicate"": ""Dispersed_by"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""seed""}, {""predicate"": ""Found_on"", ""subject"": ""Tobamovirus"", ""object"": ""tomato""}, {""predicate"": ""Found_on"", ""subject"": ""Tobamovirus"", ""object"": ""tomatoes""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""Amaranthus retroflexus""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""Beta vulgaris subsp. maritima""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""C. murale""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""Conyza canadensis""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""Corchorus olitorius""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""D. metel""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""D. stramonium""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""Malva parviflora""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""Nicotiana tabacum""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""Oxalis corniculata""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""Portulaca oleracea""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""S. nigrum""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""Solanum elaeagnifolium""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""Taraxacum officinale""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""Veronica syriaca""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""seedlings""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""tomato""}, {""predicate"": ""Found_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""tomatoes""}, {""predicate"": ""Located_in"", ""subject"": ""Tobamovirus"", ""object"": ""Jordan""}, {""predicate"": ""Located_in"", ""subject"": ""Tobamovirus"", ""object"": ""Jordan Valley""}, {""predicate"": ""Located_in"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""Jordan""}, {""predicate"": ""Located_in"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""Jordan Valley""}, {""predicate"": ""Located_in"", ""subject"": ""tomatoes"", ""object"": ""Jordan""}, {""predicate"": ""Located_in"", ""subject"": ""tomatoes"", ""object"": ""Jordan Valley""}, {""predicate"": ""Occurs_on"", ""subject"": ""Tobamovirus"", ""object"": ""in 2015""}, {""predicate"": ""Occurs_on"", ""subject"": ""tomato brown rugose fruit virus"", ""object"": ""in 2015""}, {""predicate"": ""Occurs_on"", ""subject"": ""tomatoes"", ""object"": ""in 2015""}]"
115840,"[{""predicate"": ""Found_on"", ""subject"": ""Xylella"", ""object"": ""olive trees""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Apulian provinces""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Salento""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Apulian provinces""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Salento""}]"
115859,"[{""predicate"": ""Found_on"", ""subject"": ""Xylella"", ""object"": ""olive trees""}, {""predicate"": ""Found_on"", ""subject"": ""Xylella fastidiosa pauca"", ""object"": ""olive""}, {""predicate"": ""Found_on"", ""subject"": ""Xylella fastidiosa pauca"", ""object"": ""olive trees""}, {""predicate"": ""Located_in"", ""subject"": ""Xyella"", ""object"": ""Apulian""}, {""predicate"": ""Located_in"", ""subject"": ""Xyella"", ""object"": ""Europe""}, {""predicate"": ""Located_in"", ""subject"": ""Xyella"", ""object"": ""Italy""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Fasano""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Locorotondo""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Martina Franca""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Polignano""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Puglia""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa pauca"", ""object"": ""Greece""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa pauca"", ""object"": ""Italy""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella fastidiosa pauca"", ""object"": ""Spain""}, {""predicate"": ""Located_in"", ""subject"": ""lots of plants"", ""object"": ""port of Bari""}, {""predicate"": ""Located_in"", ""subject"": ""olive"", ""object"": ""Apulian""}, {""predicate"": ""Located_in"", ""subject"": ""olive"", ""object"": ""Greece""}, {""predicate"": ""Located_in"", ""subject"": ""olive"", ""object"": ""Italy""}, {""predicate"": ""Located_in"", ""subject"": ""olive"", ""object"": ""Spain""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Fasano""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Locorotondo""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Martina Franca""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Polignano""}, {""predicate"": ""Located_in"", ""subject"": ""olive trees"", ""object"": ""Puglia""}]"
115980,"[{""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""Puglia""}]"
116010,"[{""predicate"": ""Found_on"", ""subject"": ""Xylella"", ""object"": ""olive trees""}]"
116192,"[{""predicate"": ""Affects"", ""subject"": ""HLB"", ""object"": ""citrus""}, {""predicate"": ""Affects"", ""subject"": ""Huanglongbing disease"", ""object"": ""citrus""}, {""predicate"": ""Found_on"", ""subject"": ""Diaphorina citri Kuwayama"", ""object"": ""citrus""}, {""predicate"": ""Found_on"", ""subject"": ""citrus psyllid"", ""object"": ""citrus""}]"
116208,"[{""predicate"": ""Affects"", ""subject"": ""Huanglongbing"", ""object"": ""citrus""}, {""predicate"": ""Affects"", ""subject"": ""Huanglongbing"", ""object"": ""citrus fruits""}, {""predicate"": ""Affects"", ""subject"": ""Huanglongbing"", ""object"": ""citrus plants""}, {""predicate"": ""Causes"", ""subject"": ""Candidatus Liberibacter"", ""object"": ""Huanglongbing""}, {""predicate"": ""Dispersed_by"", ""subject"": ""Huanglongbing"", ""object"": ""Seed""}, {""predicate"": ""Found_on"", ""subject"": ""Candidatus Liberibacter"", ""object"": ""citrus""}, {""predicate"": ""Found_on"", ""subject"": ""Candidatus Liberibacter"", ""object"": ""citrus plants""}, {""predicate"": ""Located_in"", ""subject"": ""citrus"", ""object"": ""Entre Ríos""}]"
116219,"[{""predicate"": ""Affects"", ""subject"": ""HLB"", ""object"": ""citrus""}, {""predicate"": ""Affects"", ""subject"": ""HLB"", ""object"": ""citrus fruits""}, {""predicate"": ""Located_in"", ""subject"": ""citrus"", ""object"": ""Veracruz""}]"
116242,"[{""predicate"": ""Affects"", ""subject"": ""HLB"", ""object"": ""citrus""}, {""predicate"": ""Affects"", ""subject"": ""Huanglongbing disease"", ""object"": ""citrus""}, {""predicate"": ""Affects"", ""subject"": ""Yellow Dragon"", ""object"": ""citrus""}]"
116509,"[{""predicate"": ""Affects"", ""subject"": ""disease of citrus black spot"", ""object"": ""citrus trees""}, {""predicate"": ""Causes"", ""subject"": ""Phyllosticta citricarpa"", ""object"": ""disease of citrus black spot""}, {""predicate"": ""Dispersed_by"", ""subject"": ""disease of citrus black spot"", ""object"": ""exports of oranges""}, {""predicate"": ""Dispersed_by"", ""subject"": ""disease of citrus black spot"", ""object"": ""shipments""}, {""predicate"": ""Found_on"", ""subject"": ""Phyllosticta citricarpa"", ""object"": ""citrus trees""}, {""predicate"": ""Located_in"", ""subject"": ""Phyllosticta citricarpa"", ""object"": ""South Africa""}, {""predicate"": ""Located_in"", ""subject"": ""citrus fruits"", ""object"": ""European Union""}, {""predicate"": ""Located_in"", ""subject"": ""disease of citrus black spot"", ""object"": ""South Africa""}, {""predicate"": ""Located_in"", ""subject"": ""exports of oranges"", ""object"": ""South Africa""}, {""predicate"": ""Located_in"", ""subject"": ""shipments"", ""object"": ""South Africa""}, {""predicate"": ""Occurs_on"", ""subject"": ""Phyllosticta citricarpa"", ""object"": ""in September""}, {""predicate"": ""Occurs_on"", ""subject"": ""Phyllosticta citricarpa"", ""object"": ""so far this year""}, {""predicate"": ""Occurs_on"", ""subject"": ""citrus trees"", ""object"": ""to last year""}, {""predicate"": ""Occurs_on"", ""subject"": ""citrus trees"", ""object"": ""up to September""}, {""predicate"": ""Occurs_on"", ""subject"": ""disease of citrus black spot"", ""object"": ""in September""}, {""predicate"": ""Occurs_on"", ""subject"": ""disease of citrus black spot"", ""object"": ""so far this year""}, {""predicate"": ""Occurs_on"", ""subject"": ""exports of oranges"", ""object"": ""in September""}, {""predicate"": ""Occurs_on"", ""subject"": ""exports of oranges"", ""object"": ""so far this year""}, {""predicate"": ""Occurs_on"", ""subject"": ""shipments"", ""object"": ""in September""}, {""predicate"": ""Occurs_on"", ""subject"": ""shipments"", ""object"": ""so far this year""}]"
116554,"[{""predicate"": ""Found_on"", ""subject"": ""Bactrocera dorsalis"", ""object"": ""citrus fruits""}, {""predicate"": ""Found_on"", ""subject"": ""Bactrocera dorsalis"", ""object"": ""tomatoes""}, {""predicate"": ""Found_on"", ""subject"": ""Fruit fly"", ""object"": ""citrus""}, {""predicate"": ""Found_on"", ""subject"": ""Fruit fly"", ""object"": ""citrus fruits""}, {""predicate"": ""Found_on"", ""subject"": ""Fruit fly"", ""object"": ""tomatoes""}, {""predicate"": ""Located_in"", ""subject"": ""Bactrocera dorsalis"", ""object"": ""Asia""}]"
116622,"[{""predicate"": ""Affects"", ""subject"": ""Panama disease"", ""object"": ""Cavendish""}, {""predicate"": ""Affects"", ""subject"": ""Panama disease"", ""object"": ""banana plants""}, {""predicate"": ""Affects"", ""subject"": ""Panama disease"", ""object"": ""variety of Cavendish banana""}, {""predicate"": ""Causes"", ""subject"": ""Tropical race 4"", ""object"": ""Panama disease""}, {""predicate"": ""Found_on"", ""subject"": ""Tropical race 4"", ""object"": ""Cavendish""}, {""predicate"": ""Found_on"", ""subject"": ""Tropical race 4"", ""object"": ""banana""}, {""predicate"": ""Found_on"", ""subject"": ""Tropical race 4"", ""object"": ""banana plants""}, {""predicate"": ""Located_in"", ""subject"": ""Cavendish banana"", ""object"": ""Israel""}, {""predicate"": ""Located_in"", ""subject"": ""Cavendish banana"", ""object"": ""Netherlands""}, {""predicate"": ""Located_in"", ""subject"": ""Cavendish banana"", ""object"": ""Philippines""}, {""predicate"": ""Located_in"", ""subject"": ""Cavendish banana plants"", ""object"": ""Colombia""}, {""predicate"": ""Located_in"", ""subject"": ""Panama disease"", ""object"": ""Colombia""}, {""predicate"": ""Located_in"", ""subject"": ""Tropical race 4"", ""object"": ""Colombia""}, {""predicate"": ""Located_in"", ""subject"": ""banana"", ""object"": ""Israel""}]"
116678,"[{""predicate"": ""Affects"", ""subject"": ""citrus black spot disease"", ""object"": ""citrus""}, {""predicate"": ""Causes"", ""subject"": ""Phyllosticta citricarpa"", ""object"": ""citrus black spot disease""}, {""predicate"": ""Dispersed_by"", ""subject"": ""citrus black spot disease"", ""object"": ""orange exports""}, {""predicate"": ""Dispersed_by"", ""subject"": ""citrus black spot disease"", ""object"": ""shipments""}, {""predicate"": ""Found_on"", ""subject"": ""Phyllosticta citricarpa"", ""object"": ""citrus""}, {""predicate"": ""Located_in"", ""subject"": ""Phyllosticta citricarpa"", ""object"": ""South Africa""}, {""predicate"": ""Located_in"", ""subject"": ""citrus"", ""object"": ""European Union""}, {""predicate"": ""Located_in"", ""subject"": ""citrus black spot disease"", ""object"": ""South Africa""}, {""predicate"": ""Located_in"", ""subject"": ""orange exports"", ""object"": ""South Africa""}, {""predicate"": ""Located_in"", ""subject"": ""shipments"", ""object"": ""South Africa""}, {""predicate"": ""Occurs_on"", ""subject"": ""Phyllosticta citricarpa"", ""object"": ""in September""}, {""predicate"": ""Occurs_on"", ""subject"": ""Phyllosticta citricarpa"", ""object"": ""so far this year""}, {""predicate"": ""Occurs_on"", ""subject"": ""citrus"", ""object"": ""to last year""}, {""predicate"": ""Occurs_on"", ""subject"": ""citrus"", ""object"": ""up to September""}, {""predicate"": ""Occurs_on"", ""subject"": ""citrus black spot disease"", ""object"": ""in September""}, {""predicate"": ""Occurs_on"", ""subject"": ""citrus black spot disease"", ""object"": ""so far this year""}, {""predicate"": ""Occurs_on"", ""subject"": ""orange exports"", ""object"": ""in September""}, {""predicate"": ""Occurs_on"", ""subject"": ""orange exports"", ""object"": ""so far this year""}, {""predicate"": ""Occurs_on"", ""subject"": ""shipments"", ""object"": ""in September""}, {""predicate"": ""Occurs_on"", ""subject"": ""shipments"", ""object"": ""so far this year""}]"
117194,"[{""predicate"": ""Found_on"", ""subject"": ""Tobamovirus"", ""object"": ""Tomato""}, {""predicate"": ""Found_on"", ""subject"": ""Tobamovirus"", ""object"": ""tomato crops""}, {""predicate"": ""Found_on"", ""subject"": ""Tomato brown rugose fruit virus"", ""object"": ""Tomato""}, {""predicate"": ""Found_on"", ""subject"": ""Tomato brown rugose fruit virus"", ""object"": ""tomato""}, {""predicate"": ""Found_on"", ""subject"": ""Tomato brown rugose fruit virus"", ""object"": ""tomato crops""}, {""predicate"": ""Located_in"", ""subject"": ""Tobamovirus"", ""object"": ""Netherlands""}, {""predicate"": ""Located_in"", ""subject"": ""Tomato brown rugose fruit virus"", ""object"": ""Netherlands""}, {""predicate"": ""Located_in"", ""subject"": ""tomato crops"", ""object"": ""Netherlands""}, {""predicate"": ""Occurs_on"", ""subject"": ""Tobamovirus"", ""object"": ""in 2019""}, {""predicate"": ""Occurs_on"", ""subject"": ""Tomato brown rugose fruit virus"", ""object"": ""in 2019""}, {""predicate"": ""Occurs_on"", ""subject"": ""tomato crops"", ""object"": ""in 2019""}]"
117305,"[{""predicate"": ""Affects"", ""subject"": ""fusarium wilt"", ""object"": ""banana""}, {""predicate"": ""Affects"", ""subject"": ""fusarium wilt"", ""object"": ""bananas""}, {""predicate"": ""Causes"", ""subject"": ""Foc"", ""object"": ""fusarium wilt""}, {""predicate"": ""Causes"", ""subject"": ""Fusarium kalimantanense"", ""object"": ""fusarium wilt""}, {""predicate"": ""Causes"", ""subject"": ""Fusarium oxysporum"", ""object"": ""fusarium wilt""}, {""predicate"": ""Causes"", ""subject"": ""Fusarium oxysporum f. sp. cubense"", ""object"": ""fusarium wilt""}, {""predicate"": ""Found_on"", ""subject"": ""Foc"", ""object"": ""Soil""}, {""predicate"": ""Found_on"", ""subject"": ""Foc"", ""object"": ""banana""}, {""predicate"": ""Found_on"", ""subject"": ""Fusarium kalimantanense"", ""object"": ""Soil""}, {""predicate"": ""Found_on"", ""subject"": ""Fusarium kalimantanense"", ""object"": ""banana""}, {""predicate"": ""Found_on"", ""subject"": ""Fusarium oxysporum f. sp. cubense"", ""object"": ""Soil""}, {""predicate"": ""Found_on"", ""subject"": ""Fusarium oxysporum f. sp. cubense"", ""object"": ""banana""}]"
117314,"[{""predicate"": ""Found_on"", ""subject"": ""Phyllosticta citricarpa"", ""object"": ""Citrus""}, {""predicate"": ""Located_in"", ""subject"": ""Citrus"", ""object"": ""European""}, {""predicate"": ""Located_in"", ""subject"": ""Citrus"", ""object"": ""South Africa""}, {""predicate"": ""Located_in"", ""subject"": ""Phyllosticta citricarpa"", ""object"": ""South Africa""}, {""predicate"": ""Located_in"", ""subject"": ""orange exports"", ""object"": ""South Africa""}, {""predicate"": ""Located_in"", ""subject"": ""shipments"", ""object"": ""South Africa""}, {""predicate"": ""Occurs_on"", ""subject"": ""Citrus"", ""object"": ""September""}, {""predicate"": ""Occurs_on"", ""subject"": ""Citrus"", ""object"": ""in September""}, {""predicate"": ""Occurs_on"", ""subject"": ""Citrus"", ""object"": ""this year""}, {""predicate"": ""Occurs_on"", ""subject"": ""Citrus"", ""object"": ""to last year""}, {""predicate"": ""Occurs_on"", ""subject"": ""Phyllosticta citricarpa"", ""object"": ""in September""}, {""predicate"": ""Occurs_on"", ""subject"": ""Phyllosticta citricarpa"", ""object"": ""this year""}, {""predicate"": ""Occurs_on"", ""subject"": ""orange exports"", ""object"": ""in September""}, {""predicate"": ""Occurs_on"", ""subject"": ""orange exports"", ""object"": ""this year""}, {""predicate"": ""Occurs_on"", ""subject"": ""shipments"", ""object"": ""in September""}, {""predicate"": ""Occurs_on"", ""subject"": ""shipments"", ""object"": ""this year""}]"
117415,"[{""predicate"": ""Affects"", ""subject"": ""Fusarium wilt"", ""object"": ""Cavendish bananas""}, {""predicate"": ""Affects"", ""subject"": ""Fusarium wilt"", ""object"": ""banana""}, {""predicate"": ""Affects"", ""subject"": ""Panama disease"", ""object"": ""Cavendish""}, {""predicate"": ""Affects"", ""subject"": ""Panama disease"", ""object"": ""banana plantations""}, {""predicate"": ""Causes"", ""subject"": ""Foc"", ""object"": ""Panama disease""}, {""predicate"": ""Causes"", ""subject"": ""FocTR4"", ""object"": ""Panama disease""}, {""predicate"": ""Causes"", ""subject"": ""Fusarium oxysporum f. sp. cubense"", ""object"": ""Fusarium wilt""}, {""predicate"": ""Causes"", ""subject"": ""Race 1"", ""object"": ""Panama disease""}, {""predicate"": ""Causes"", ""subject"": ""Tropical Race 4"", ""object"": ""Panama disease""}, {""predicate"": ""Found_on"", ""subject"": ""Foc Race1"", ""object"": ""Cavendish bananas""}, {""predicate"": ""Found_on"", ""subject"": ""FocTR4"", ""object"": ""bananas""}, {""predicate"": ""Found_on"", ""subject"": ""Fusarium oxysporum f. sp. cubense"", ""object"": ""Cavendish bananas""}, {""predicate"": ""Found_on"", ""subject"": ""Fusarium oxysporum f. sp. cubense"", ""object"": ""banana""}, {""predicate"": ""Found_on"", ""subject"": ""Fusarium oxysporum f. sp. cubense"", ""object"": ""bananas""}, {""predicate"": ""Found_on"", ""subject"": ""Race 1"", ""object"": ""Gros Michel""}, {""predicate"": ""Found_on"", ""subject"": ""Tropical Race 4"", ""object"": ""Cavendish""}, {""predicate"": ""Occurs_on"", ""subject"": ""Gros Michel"", ""object"": ""in the 1950s""}, {""predicate"": ""Occurs_on"", ""subject"": ""Panama disease"", ""object"": ""in the 1950s""}, {""predicate"": ""Occurs_on"", ""subject"": ""Race 1"", ""object"": ""in the 1950s""}]"
117451,"[{""predicate"": ""Found_on"", ""subject"": ""Xylella"", ""object"": ""plant material""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""EU""}, {""predicate"": ""Located_in"", ""subject"": ""Xylella"", ""object"": ""France""}]"
117546,"[{""predicate"": ""Found_on"", ""subject"": ""B. xylophilus"", ""object"": ""Pinus""}, {""predicate"": ""Found_on"", ""subject"": ""B. xylophilus"", ""object"": ""pine tree""}, {""predicate"": ""Found_on"", ""subject"": ""B. xylophilus"", ""object"": ""pine trees""}, {""predicate"": ""Found_on"", ""subject"": ""Bursaphelenchus xylophilus"", ""object"": ""Pinus""}, {""predicate"": ""Found_on"", ""subject"": ""Bursaphelenchus xylophilus"", ""object"": ""pine tree""}, {""predicate"": ""Found_on"", ""subject"": ""Bursaphelenchus xylophilus"", ""object"": ""pine trees""}, {""predicate"": ""Found_on"", ""subject"": ""Pine wood nematode"", ""object"": ""Pinus""}, {""predicate"": ""Found_on"", ""subject"": ""Pine wood nematode"", ""object"": ""pine tree""}, {""predicate"": ""Found_on"", ""subject"": ""Pine wood nematode"", ""object"": ""pine trees""}, {""predicate"": ""Located_in"", ""subject"": ""B. xylophilus"", ""object"": ""China""}]"
